timestamp,source,destination,relay,mission_phase,frequency_band,encryption,packet_size,delay_ms,signal_strength,ttl,ttl_evidence,dsslv_score,dynamic_ttl_trust,trust_score,status
2026-07-15 11:10:36,DeepSpace_Satellite,Earth,Relay_D,Launch,S-Band,AES-256,2048,2280,-81,59,92.19,89,88.5,88.75,Normal
2026-07-15 11:34:24,Mars_Rover,Earth,Trusted,Return Mission,S-Band,AES-256,4096,4651,-85,42,65.62,85,63.0,74.0,Replay
2026-07-15 11:05:05,DeepSpace_Satellite,Earth,Relay_D,Data Transmission,Ka-Band,AES-256,1024,2155,-81,62,96.88,89,93.0,91.0,Normal
2026-07-15 10:53:24,Orbiter_1,Earth,Relay_B,Data Transmission,X-Band,AES-256,512,1344,-70,62,96.88,100,93.0,96.5,Normal
2026-07-15 10:35:42,DeepSpace_Satellite,Earth,Unknown_Relay,Data Transmission,Ka-Band,RSA-4096,2048,661,-35,46,71.88,65,69.0,67.0,Spoofing
2026-07-15 10:29:50,ISS_Module,Earth,Relay_X,Landing,S-Band,Post-Quantum,2048,353,-10,39,60.94,40,58.5,49.25,Injection
2026-07-15 11:47:42,Orbiter_1,Earth,Relay_B,Return Mission,S-Band,AES-256,512,1258,-69,63,98.44,99,94.5,96.75,Normal
2026-07-15 11:48:00,Orbiter_1,Earth,Relay_B,Cruise,X-Band,AES-256,512,1292,-71,62,96.88,99,93.0,96.0,Normal
2026-07-15 10:30:05,Orbiter_1,Earth,Relay_B,Sample Collection,X-Band,Post-Quantum,2048,1303,-72,61,95.31,98,91.5,94.75,Normal
2026-07-15 10:30:10,Orbiter_1,Earth,Relay_B,Orbit,X-Band,RSA-4096,4096,1328,-72,64,100.0,98,96.0,97.0,Normal
2026-07-15 12:01:00,DeepSpace_Satellite,Earth,Relay_X,Data Transmission,Ka-Band,Post-Quantum,1024,1255,-31,34,53.12,61,51.0,56.0,Injection
2026-07-15 12:01:20,Orbiter_1,Earth,Relay_X,Orbit,X-Band,Post-Quantum,4096,732,-22,35,54.69,52,52.5,52.25,Injection
2026-07-15 11:49:30,Lunar_Probe,Earth,Relay_C,Return Mission,Ka-Band,AES-256,4096,1029,-66,64,100.0,96,96.0,96.0,Normal
2026-07-15 11:37:36,Orbiter_1,Earth,Relay_B,Landing,S-Band,RSA-4096,1024,1347,-68,63,98.44,98,94.5,96.25,Normal
2026-07-15 11:25:38,ISS_Module,Earth,Relay_E,Data Transmission,S-Band,AES-256,2048,577,-55,63,98.44,85,94.5,89.75,Normal
2026-07-15 10:55:12,DeepSpace_Satellite,Earth,Relay_X,Landing,S-Band,AES-256,512,1224,-30,33,51.56,60,49.5,54.75,Injection
2026-07-15 11:26:06,Lunar_Probe,Earth,Relay_C,Orbit,S-Band,RSA-4096,512,1037,-65,64,100.0,95,96.0,95.5,Normal
2026-07-15 11:44:50,Orbiter_1,Earth,Relay_B,Data Transmission,X-Band,RSA-4096,4096,1261,-72,60,93.75,98,90.0,94.0,Normal
2026-07-15 11:51:18,Mars_Rover,Earth,Trusted,Sample Collection,Ka-Band,RSA-4096,512,4617,-87,44,68.75,83,66.0,74.5,Replay
2026-07-15 11:33:00,ISS_Module,Earth,Relay_E,Cruise,S-Band,RSA-4096,4096,648,-57,63,98.44,87,94.5,90.75,Normal
2026-07-15 10:31:05,ISS_Module,Earth,Trusted,Return Mission,S-Band,RSA-4096,1024,1987,-74,43,67.19,96,64.5,80.25,Replay
2026-07-15 10:56:06,DeepSpace_Satellite,Earth,Relay_X,Launch,X-Band,Post-Quantum,1024,1209,-28,39,60.94,58,58.5,58.25,Injection
2026-07-15 10:37:30,Orbiter_1,Earth,Relay_B,Landing,X-Band,AES-256,1024,1308,-69,60,93.75,99,90.0,94.5,Normal
2026-07-15 11:46:32,Orbiter_1,Earth,Relay_B,Sample Collection,Ka-Band,AES-256,4096,1303,-70,62,96.88,100,93.0,96.5,Normal
2026-07-15 10:56:33,Mars_Rover,Earth,Relay_A,Sample Collection,X-Band,RSA-4096,512,1218,-70,63,98.44,100,94.5,97.25,Normal
2026-07-15 10:56:42,DeepSpace_Satellite,Earth,Unknown_Relay,Data Transmission,Ka-Band,RSA-4096,4096,678,-35,50,78.12,65,75.0,70.0,Spoofing
2026-07-15 11:15:48,Mars_Rover,Earth,Relay_A,Landing,Ka-Band,Post-Quantum,4096,1245,-72,60,93.75,98,90.0,94.0,Normal
2026-07-15 11:22:20,Lunar_Probe,Earth,Relay_C,Landing,Ka-Band,AES-256,1024,932,-68,63,98.44,98,94.5,96.25,Normal
2026-07-15 10:38:06,Mars_Rover,Earth,Relay_A,Cruise,X-Band,RSA-4096,4096,1181,-72,63,98.44,98,94.5,96.25,Normal
2026-07-15 11:22:46,Mars_Rover,Earth,Relay_A,Return Mission,X-Band,AES-256,4096,1201,-73,61,95.31,97,91.5,94.25,Normal
2026-07-15 10:57:27,Mars_Rover,Earth,Relay_A,Data Transmission,Ka-Band,Post-Quantum,1024,1184,-72,64,100.0,98,96.0,97.0,Normal
2026-07-15 11:10:24,Mars_Rover,Earth,Relay_A,Surface Operation,S-Band,RSA-4096,512,1193,-70,64,100.0,100,96.0,98.0,Normal
2026-07-15 11:10:35,ISS_Module,Earth,Relay_E,Data Transmission,S-Band,AES-256,2048,612,-60,63,98.44,90,94.5,92.25,Normal
2026-07-15 11:30:04,Mars_Rover,Earth,Relay_A,Sample Collection,S-Band,RSA-4096,1024,1210,-71,62,96.88,99,93.0,96.0,Normal
2026-07-15 11:36:45,Mars_Rover,Earth,Relay_A,Cruise,X-Band,Post-Quantum,512,1186,-70,62,96.88,100,93.0,96.5,Normal
2026-07-15 10:51:44,Mars_Rover,Earth,Relay_A,Cruise,S-Band,Post-Quantum,2048,1237,-70,62,96.88,100,93.0,96.5,Normal
2026-07-15 10:45:23,Mars_Rover,Earth,Trusted,Surface Operation,X-Band,RSA-4096,1024,4529,-85,43,67.19,85,64.5,74.75,Replay
2026-07-15 11:57:00,ISS_Module,Earth,Relay_X,Data Transmission,Ka-Band,Post-Quantum,4096,345,-7,38,59.38,37,57.0,47.0,Injection
2026-07-15 11:57:18,Lunar_Probe,Earth,Relay_C,Surface Operation,X-Band,RSA-4096,1024,986,-66,64,100.0,96,96.0,96.0,Normal
2026-07-15 10:32:40,ISS_Module,Earth,Relay_E,Orbit,Ka-Band,AES-256,512,453,-56,63,98.44,86,94.5,90.25,Normal
2026-07-15 11:38:15,Mars_Rover,Earth,Relay_A,Data Transmission,Ka-Band,Post-Quantum,512,1203,-70,60,93.75,100,90.0,95.0,Normal
2026-07-15 12:11:20,DeepSpace_Satellite,Earth,Relay_D,Return Mission,S-Band,RSA-4096,1024,2373,-79,61,95.31,91,91.5,91.25,Normal
2026-07-15 11:12:25,Orbiter_1,Earth,Relay_B,Cruise,X-Band,AES-256,1024,1313,-71,60,93.75,99,90.0,94.5,Normal
2026-07-15 11:12:36,Mars_Rover,Earth,Trusted,Cruise,S-Band,AES-256,512,4484,-85,43,67.19,85,64.5,74.75,Replay
2026-07-15 10:39:42,Lunar_Probe,Earth,Relay_C,Return Mission,X-Band,RSA-4096,2048,900,-68,62,96.88,98,93.0,95.5,Normal
2026-07-15 11:46:08,DeepSpace_Satellite,Earth,Trusted,Cruise,X-Band,RSA-4096,4096,7755,-94,38,59.38,76,57.0,66.5,Replay
2026-07-15 10:53:12,DeepSpace_Satellite,Earth,Relay_D,Launch,Ka-Band,Post-Quantum,1024,1851,-82,59,92.19,88,88.5,88.25,Normal
2026-07-15 10:40:00,Mars_Rover,Earth,Relay_A,Return Mission,X-Band,AES-256,2048,1222,-70,63,98.44,100,94.5,97.25,Normal
2026-07-15 11:26:53,Orbiter_1,Earth,Relay_B,Cruise,X-Band,Post-Quantum,1024,1339,-69,60,93.75,99,90.0,94.5,Normal
2026-07-15 10:33:30,Lunar_Probe,Earth,Relay_C,Data Transmission,Ka-Band,Post-Quantum,4096,990,-66,64,100.0,96,96.0,96.0,Normal
2026-07-15 10:53:44,DeepSpace_Satellite,Earth,Unknown_Relay,Return Mission,S-Band,AES-256,512,825,-37,50,78.12,67,75.0,71.0,Spoofing
2026-07-15 12:01:12,Lunar_Probe,Earth,Relay_C,Launch,S-Band,AES-256,512,956,-67,64,100.0,97,96.0,96.5,Normal
2026-07-15 12:15:00,ISS_Module,Earth,Relay_X,Landing,X-Band,RSA-4096,512,353,-6,37,57.81,36,55.5,45.75,Injection
2026-07-15 11:07:40,Orbiter_1,Earth,Relay_B,Surface Operation,Ka-Band,RSA-4096,512,1340,-70,63,98.44,100,94.5,97.25,Normal
2026-07-15 11:01:03,Lunar_Probe,Earth,Relay_C,Return Mission,S-Band,RSA-4096,2048,978,-68,63,98.44,98,94.5,96.25,Normal
2026-07-15 11:01:12,DeepSpace_Satellite,Earth,Relay_D,Return Mission,X-Band,RSA-4096,512,1848,-76,61,95.31,94,91.5,92.75,Normal
2026-07-15 11:49:04,Mars_Rover,Earth,Relay_A,Data Transmission,Ka-Band,RSA-4096,4096,1233,-73,62,96.88,97,93.0,95.0,Normal
2026-07-15 10:54:40,Orbiter_1,Earth,Relay_B,Sample Collection,X-Band,Post-Quantum,2048,1263,-72,64,100.0,98,96.0,97.0,Normal
2026-07-15 12:10:09,DeepSpace_Satellite,Earth,Relay_D,Cruise,Ka-Band,Post-Quantum,512,1851,-80,60,93.75,90,90.0,90.0,Normal
2026-07-15 11:15:32,Mars_Rover,Earth,Relay_A,Data Transmission,S-Band,Post-Quantum,512,1222,-71,61,95.31,99,91.5,95.25,Normal
2026-07-15 11:01:57,Lunar_Probe,Earth,Relay_C,Landing,X-Band,AES-256,2048,942,-68,64,100.0,98,96.0,97.0,Normal
2026-07-15 11:22:48,Orbiter_1,Earth,Relay_B,Launch,X-Band,Post-Quantum,1024,1331,-72,64,100.0,98,96.0,97.0,Normal
2026-07-15 11:50:40,Mars_Rover,Earth,Relay_A,Landing,Ka-Band,AES-256,1024,1210,-71,60,93.75,99,90.0,94.5,Normal
2026-07-15 10:48:32,Orbiter_1,Earth,Relay_B,Sample Collection,Ka-Band,AES-256,512,1260,-69,63,98.44,99,94.5,96.75,Normal
2026-07-15 10:41:42,Orbiter_1,Earth,Relay_B,Orbit,Ka-Band,AES-256,1024,1281,-71,63,98.44,99,94.5,96.75,Normal
2026-07-15 11:16:38,ISS_Module,Earth,Relay_E,Data Transmission,Ka-Band,AES-256,4096,570,-60,63,98.44,90,94.5,92.25,Normal
2026-07-15 10:55:52,Mars_Rover,Earth,Relay_A,Return Mission,S-Band,RSA-4096,1024,1246,-70,60,93.75,100,90.0,95.0,Normal
2026-07-15 11:10:00,ISS_Module,Earth,Relay_E,Cruise,X-Band,AES-256,2048,577,-56,62,96.88,86,93.0,89.5,Normal
2026-07-15 11:10:10,Lunar_Probe,Earth,Unknown_Relay,Surface Operation,S-Band,Post-Quantum,512,358,-19,48,75.0,49,72.0,60.5,Spoofing
2026-07-15 11:10:20,Mars_Rover,Earth,Relay_A,Sample Collection,Ka-Band,Post-Quantum,4096,1242,-70,63,98.44,100,94.5,97.25,Normal
2026-07-15 11:38:42,Mars_Rover,Earth,Relay_A,Data Transmission,X-Band,AES-256,512,1234,-73,60,93.75,97,90.0,93.5,Normal
2026-07-15 12:07:12,Mars_Rover,Earth,Relay_A,Return Mission,X-Band,Post-Quantum,512,1223,-72,64,100.0,98,96.0,97.0,Normal
2026-07-15 11:25:00,DeepSpace_Satellite,Earth,Relay_D,Launch,X-Band,RSA-4096,4096,2297,-77,61,95.31,93,91.5,92.25,Normal
2026-07-15 11:46:30,DeepSpace_Satellite,Earth,Relay_D,Landing,S-Band,AES-256,512,2183,-80,62,96.88,90,93.0,91.5,Normal
2026-07-15 10:56:56,Lunar_Probe,Earth,Relay_C,Launch,S-Band,Post-Quantum,512,963,-65,61,95.31,95,91.5,93.25,Normal
2026-07-15 12:22:40,Orbiter_1,Earth,Relay_B,Landing,X-Band,AES-256,2048,1277,-70,61,95.31,100,91.5,95.75,Normal
2026-07-15 10:42:54,DeepSpace_Satellite,Earth,Relay_D,Sample Collection,X-Band,AES-256,4096,2397,-81,63,98.44,89,94.5,91.75,Normal
2026-07-15 12:23:20,Mars_Rover,Earth,Relay_A,Return Mission,Ka-Band,Post-Quantum,512,1221,-71,60,93.75,99,90.0,94.5,Normal
2026-07-15 12:16:29,Lunar_Probe,Earth,Relay_C,Data Transmission,S-Band,AES-256,4096,1003,-64,61,95.31,94,91.5,92.75,Normal
2026-07-15 11:19:12,ISS_Module,Earth,Relay_E,Orbit,S-Band,RSA-4096,512,550,-60,62,96.88,90,93.0,91.5,Normal
2026-07-15 12:17:07,DeepSpace_Satellite,Earth,Relay_D,Cruise,S-Band,AES-256,4096,2482,-79,59,92.19,91,88.5,89.75,Normal
2026-07-15 10:50:38,Lunar_Probe,Earth,Relay_C,Sample Collection,S-Band,RSA-4096,2048,952,-66,63,98.44,96,94.5,95.25,Normal
2026-07-15 11:05:15,Lunar_Probe,Earth,Relay_C,Launch,Ka-Band,AES-256,4096,917,-65,60,93.75,95,90.0,92.5,Normal
2026-07-15 11:56:16,Mars_Rover,Earth,Relay_A,Data Transmission,X-Band,AES-256,2048,1187,-71,60,93.75,99,90.0,94.5,Normal
2026-07-15 11:20:07,Mars_Rover,Earth,Unknown_Relay,Launch,Ka-Band,AES-256,1024,430,-27,48,75.0,57,72.0,64.5,Spoofing
2026-07-15 10:58:24,ISS_Module,Earth,Relay_E,Cruise,X-Band,RSA-4096,1024,493,-55,63,98.44,85,94.5,89.75,Normal
2026-07-15 11:42:26,Mars_Rover,Earth,Relay_A,Orbit,S-Band,AES-256,512,1203,-70,61,95.31,100,91.5,95.75,Normal
2026-07-15 12:12:00,ISS_Module,Earth,Relay_X,Landing,X-Band,AES-256,512,340,-8,38,59.38,38,57.0,47.5,Injection
2026-07-15 12:19:39,ISS_Module,Earth,Trusted,Landing,X-Band,RSA-4096,512,1767,-73,42,65.62,97,63.0,80.0,Replay
2026-07-15 11:57:52,DeepSpace_Satellite,Earth,Relay_D,Landing,Ka-Band,AES-256,4096,1913,-77,58,90.62,93,87.0,90.0,Normal
2026-07-15 11:50:45,Orbiter_1,Earth,Relay_B,Orbit,S-Band,Post-Quantum,1024,1337,-70,63,98.44,100,94.5,97.25,Normal
2026-07-15 11:21:24,Mars_Rover,Earth,Relay_A,Data Transmission,Ka-Band,Post-Quantum,512,1224,-73,62,96.88,97,93.0,95.0,Normal
2026-07-15 11:21:35,ISS_Module,Earth,Relay_E,Landing,X-Band,AES-256,512,578,-59,64,100.0,89,96.0,92.5,Normal
2026-07-15 12:06:22,Mars_Rover,Earth,Relay_A,Return Mission,Ka-Band,RSA-4096,4096,1249,-73,63,98.44,97,94.5,95.75,Normal
2026-07-15 10:37:15,ISS_Module,Earth,Relay_E,Sample Collection,S-Band,RSA-4096,4096,482,-56,64,100.0,86,96.0,91.0,Normal
2026-07-15 11:07:12,Orbiter_1,Earth,Relay_B,Return Mission,Ka-Band,RSA-4096,2048,1291,-68,60,93.75,98,90.0,94.0,Normal
2026-07-15 10:44:54,Lunar_Probe,Earth,Relay_C,Orbit,X-Band,AES-256,1024,1014,-65,60,93.75,95,90.0,92.5,Normal
2026-07-15 10:37:30,Orbiter_1,Earth,Relay_B,Sample Collection,X-Band,AES-256,4096,1338,-71,64,100.0,99,96.0,97.5,Normal
2026-07-15 10:45:06,Mars_Rover,Earth,Relay_A,Surface Operation,S-Band,RSA-4096,4096,1183,-70,61,95.31,100,91.5,95.75,Normal
2026-07-15 11:37:56,ISS_Module,Earth,Relay_E,Return Mission,Ka-Band,Post-Quantum,1024,472,-56,62,96.88,86,93.0,89.5,Normal
2026-07-15 11:38:09,ISS_Module,Earth,Relay_E,Orbit,Ka-Band,AES-256,2048,592,-57,64,100.0,87,96.0,91.5,Normal
2026-07-15 11:53:30,Mars_Rover,Earth,Unknown_Relay,Orbit,X-Band,AES-256,4096,420,-25,52,81.25,55,78.0,66.5,Spoofing
2026-07-15 11:38:35,Mars_Rover,Earth,Relay_A,Data Transmission,S-Band,AES-256,1024,1185,-72,60,93.75,98,90.0,94.0,Normal
2026-07-15 11:16:00,ISS_Module,Earth,Relay_E,Return Mission,S-Band,AES-256,4096,642,-59,64,100.0,89,96.0,92.5,Normal
2026-07-15 12:01:52,Orbiter_1,Earth,Unknown_Relay,Return Mission,S-Band,RSA-4096,512,468,-27,48,75.0,57,72.0,64.5,Spoofing
2026-07-15 11:39:14,Lunar_Probe,Earth,Relay_C,Return Mission,X-Band,AES-256,2048,942,-65,64,100.0,95,96.0,95.5,Normal
2026-07-15 10:53:33,ISS_Module,Earth,Relay_E,Landing,Ka-Band,AES-256,512,544,-59,63,98.44,89,94.5,91.75,Normal
2026-07-15 10:38:20,DeepSpace_Satellite,Earth,Relay_D,Landing,S-Band,Post-Quantum,512,2015,-82,61,95.31,88,91.5,89.75,Normal
2026-07-15 11:39:53,Orbiter_1,Earth,Relay_B,Landing,X-Band,AES-256,512,1306,-69,63,98.44,99,94.5,96.75,Normal
2026-07-15 12:18:36,Orbiter_1,Earth,Relay_B,Orbit,X-Band,Post-Quantum,512,1348,-68,61,95.31,98,91.5,94.75,Normal
2026-07-15 12:03:28,Orbiter_1,Earth,Relay_B,Sample Collection,Ka-Band,Post-Quantum,2048,1312,-71,62,96.88,99,93.0,96.0,Normal
2026-07-15 10:38:40,DeepSpace_Satellite,Earth,Relay_D,Cruise,X-Band,Post-Quantum,1024,1939,-76,61,95.31,94,91.5,92.75,Normal
2026-07-15 12:11:45,Lunar_Probe,Earth,Trusted,Sample Collection,X-Band,Post-Quantum,512,3697,-81,42,65.62,89,63.0,76.0,Replay
2026-07-15 12:04:16,Mars_Rover,Earth,Relay_A,Return Mission,X-Band,Post-Quantum,4096,1187,-71,64,100.0,99,96.0,97.5,Normal
2026-07-15 12:04:32,Lunar_Probe,Earth,Relay_C,Landing,Ka-Band,RSA-4096,2048,954,-65,61,95.31,95,91.5,93.25,Normal
2026-07-15 11:25:48,ISS_Module,Earth,Relay_E,Orbit,X-Band,RSA-4096,2048,523,-57,64,100.0,87,96.0,91.5,Normal
2026-07-15 11:25:59,Lunar_Probe,Earth,Relay_C,Surface Operation,S-Band,AES-256,1024,921,-67,61,95.31,97,91.5,94.25,Normal
2026-07-15 12:28:50,Lunar_Probe,Earth,Relay_C,Orbit,X-Band,AES-256,512,1023,-67,63,98.44,97,94.5,95.75,Normal
2026-07-15 11:02:48,ISS_Module,Earth,Relay_E,Launch,X-Band,RSA-4096,512,625,-56,64,100.0,86,96.0,91.0,Normal
2026-07-15 11:10:48,Orbiter_1,Earth,Relay_B,Surface Operation,X-Band,AES-256,4096,1347,-71,61,95.31,99,91.5,95.25,Normal
2026-07-15 12:21:54,Lunar_Probe,Earth,Relay_C,Data Transmission,Ka-Band,RSA-4096,2048,981,-66,61,95.31,96,91.5,93.75,Normal
2026-07-15 10:47:24,DeepSpace_Satellite,Earth,Relay_D,Data Transmission,X-Band,Post-Quantum,1024,2057,-78,61,95.31,92,91.5,91.75,Normal
2026-07-15 11:50:50,Orbiter_1,Earth,Relay_B,Surface Operation,Ka-Band,AES-256,512,1328,-72,64,100.0,98,96.0,97.0,Normal
2026-07-15 11:03:28,Lunar_Probe,Earth,Relay_C,Data Transmission,Ka-Band,AES-256,512,941,-66,64,100.0,96,96.0,96.0,Normal
2026-07-15 11:19:30,Lunar_Probe,Earth,Trusted,Landing,X-Band,Post-Quantum,4096,3583,-82,44,68.75,88,66.0,77.0,Replay
2026-07-15 11:03:44,ISS_Module,Earth,Relay_E,Orbit,S-Band,Post-Quantum,4096,463,-55,64,100.0,85,96.0,90.5,Normal
2026-07-15 11:51:46,Lunar_Probe,Earth,Relay_C,Surface Operation,Ka-Band,AES-256,2048,1035,-67,64,100.0,97,96.0,96.5,Normal
2026-07-15 10:48:00,DeepSpace_Satellite,Earth,Trusted,Landing,X-Band,RSA-4096,4096,7797,-94,41,64.06,76,61.5,68.75,Replay
2026-07-15 12:00:15,Lunar_Probe,Earth,Relay_C,Data Transmission,X-Band,RSA-4096,1024,936,-68,61,95.31,98,91.5,94.75,Normal
2026-07-15 12:08:32,ISS_Module,Earth,Unknown_Relay,Surface Operation,X-Band,RSA-4096,512,207,-13,51,79.69,43,76.5,59.75,Spoofing
2026-07-15 12:24:54,DeepSpace_Satellite,Earth,Relay_D,Landing,S-Band,AES-256,1024,2359,-82,61,95.31,88,91.5,89.75,Normal
2026-07-15 12:09:04,Mars_Rover,Earth,Relay_A,Cruise,X-Band,Post-Quantum,1024,1189,-70,61,95.31,100,91.5,95.75,Normal
2026-07-15 11:28:55,ISS_Module,Earth,Relay_E,Surface Operation,S-Band,Post-Quantum,1024,579,-60,62,96.88,90,93.0,91.5,Normal
2026-07-15 11:21:00,Mars_Rover,Earth,Unknown_Relay,Landing,S-Band,RSA-4096,1024,421,-25,52,81.25,55,78.0,66.5,Spoofing
2026-07-15 11:21:10,Orbiter_1,Earth,Relay_B,Data Transmission,Ka-Band,RSA-4096,4096,1281,-71,62,96.88,99,93.0,96.0,Normal
2026-07-15 12:18:16,Lunar_Probe,Earth,Trusted,Sample Collection,X-Band,RSA-4096,4096,3925,-82,40,62.5,88,60.0,74.0,Replay
2026-07-15 11:54:06,Mars_Rover,Earth,Relay_A,Orbit,X-Band,Post-Quantum,1024,1180,-73,62,96.88,97,93.0,95.0,Normal
2026-07-15 11:46:10,Mars_Rover,Earth,Unknown_Relay,Cruise,Ka-Band,AES-256,512,425,-25,50,78.12,55,75.0,65.0,Spoofing
2026-07-15 11:13:39,Lunar_Probe,Earth,Relay_C,Data Transmission,S-Band,Post-Quantum,512,976,-67,62,96.88,97,93.0,95.0,Normal
2026-07-15 12:03:00,Lunar_Probe,Earth,Relay_C,Launch,S-Band,AES-256,4096,1002,-66,61,95.31,96,91.5,93.75,Normal
2026-07-15 11:13:57,Orbiter_1,Earth,Relay_B,Data Transmission,S-Band,Post-Quantum,1024,1298,-72,63,98.44,98,94.5,96.25,Normal
2026-07-15 11:05:52,DeepSpace_Satellite,Earth,Relay_D,Surface Operation,Ka-Band,RSA-4096,4096,2210,-82,62,96.88,88,93.0,90.5,Normal
2026-07-15 11:39:00,Orbiter_1,Earth,Relay_B,Launch,Ka-Band,Post-Quantum,1024,1322,-69,64,100.0,99,96.0,97.5,Normal
2026-07-15 10:49:36,Lunar_Probe,Earth,Relay_C,Orbit,X-Band,Post-Quantum,512,1005,-64,61,95.31,94,91.5,92.75,Normal
2026-07-15 11:22:50,DeepSpace_Satellite,Earth,Relay_D,Launch,X-Band,Post-Quantum,1024,2031,-78,60,93.75,92,90.0,91.0,Normal
2026-07-15 12:29:24,DeepSpace_Satellite,Earth,Relay_D,Launch,Ka-Band,AES-256,512,1855,-77,63,98.44,93,94.5,93.75,Normal
2026-07-15 12:29:42,ISS_Module,Earth,Trusted,Sample Collection,X-Band,RSA-4096,512,2135,-74,42,65.62,96,63.0,79.5,Replay
2026-07-15 10:50:00,Mars_Rover,Earth,Relay_A,Return Mission,Ka-Band,Post-Quantum,512,1228,-71,63,98.44,99,94.5,96.75,Normal
2026-07-15 12:21:57,Lunar_Probe,Earth,Relay_C,Launch,S-Band,RSA-4096,512,984,-67,63,98.44,97,94.5,95.75,Normal
2026-07-15 10:58:34,ISS_Module,Earth,Relay_E,Data Transmission,Ka-Band,Post-Quantum,1024,630,-58,62,96.88,88,93.0,90.5,Normal
2026-07-15 11:15:27,DeepSpace_Satellite,Earth,Relay_D,Surface Operation,Ka-Band,Post-Quantum,512,2222,-81,60,93.75,89,90.0,89.5,Normal
2026-07-15 11:32:24,Orbiter_1,Earth,Relay_B,Cruise,S-Band,RSA-4096,4096,1313,-69,60,93.75,99,90.0,94.5,Normal
2026-07-15 11:24:10,Mars_Rover,Earth,Relay_A,Cruise,S-Band,Post-Quantum,1024,1219,-70,63,98.44,100,94.5,97.25,Normal
2026-07-15 10:42:10,Lunar_Probe,Earth,Unknown_Relay,Sample Collection,S-Band,AES-256,1024,364,-20,49,76.56,50,73.5,61.75,Spoofing
2026-07-15 12:06:45,Orbiter_1,Earth,Relay_B,Sample Collection,S-Band,AES-256,4096,1325,-69,61,95.31,99,91.5,95.25,Normal
2026-07-15 11:41:36,Lunar_Probe,Earth,Relay_C,Data Transmission,Ka-Band,Post-Quantum,1024,1029,-65,63,98.44,95,94.5,94.75,Normal
2026-07-15 11:24:50,Mars_Rover,Earth,Unknown_Relay,Landing,S-Band,AES-256,2048,414,-25,48,75.0,55,72.0,63.5,Spoofing
2026-07-15 11:33:30,Lunar_Probe,Earth,Relay_C,Surface Operation,S-Band,Post-Quantum,4096,1013,-64,60,93.75,94,90.0,92.0,Normal
2026-07-15 11:33:41,ISS_Module,Earth,Relay_E,Launch,Ka-Band,Post-Quantum,512,552,-59,64,100.0,89,96.0,92.5,Normal
2026-07-15 12:42:08,Mars_Rover,Earth,Relay_A,Landing,S-Band,RSA-4096,2048,1250,-72,64,100.0,98,96.0,97.0,Normal
2026-07-15 12:33:54,Mars_Rover,Earth,Relay_A,Return Mission,S-Band,Post-Quantum,1024,1212,-72,60,93.75,98,90.0,94.0,Normal
2026-07-15 10:59:58,DeepSpace_Satellite,Earth,Relay_D,Orbit,X-Band,Post-Quantum,4096,2219,-82,58,90.62,88,87.0,87.5,Normal
2026-07-15 12:08:45,Orbiter_1,Earth,Relay_B,Surface Operation,S-Band,AES-256,512,1319,-68,63,98.44,98,94.5,96.25,Normal
2026-07-15 12:52:00,DeepSpace_Satellite,Earth,Trusted,Landing,S-Band,RSA-4096,2048,7003,-97,44,68.75,73,66.0,69.5,Replay
2026-07-15 12:43:43,DeepSpace_Satellite,Earth,Relay_D,Landing,S-Band,Post-Quantum,4096,2182,-77,58,90.62,93,87.0,90.0,Normal
2026-07-15 12:09:30,Lunar_Probe,Earth,Relay_C,Sample Collection,Ka-Band,RSA-4096,4096,955,-67,60,93.75,97,90.0,93.5,Normal
2026-07-15 12:18:24,Lunar_Probe,Earth,Relay_C,Orbit,S-Band,Post-Quantum,2048,937,-66,62,96.88,96,93.0,94.5,Normal
2026-07-15 11:35:20,Mars_Rover,Earth,Relay_A,Sample Collection,X-Band,AES-256,512,1227,-70,61,95.31,100,91.5,95.75,Normal
2026-07-15 11:52:53,DeepSpace_Satellite,Earth,Relay_D,Landing,X-Band,AES-256,512,2326,-78,60,93.75,92,90.0,91.0,Normal
2026-07-15 11:09:36,ISS_Module,Earth,Relay_E,Cruise,Ka-Band,Post-Quantum,2048,473,-56,63,98.44,86,94.5,90.25,Normal
2026-07-15 11:27:10,ISS_Module,Earth,Relay_E,Return Mission,S-Band,Post-Quantum,512,492,-59,64,100.0,89,96.0,92.5,Normal
2026-07-15 11:09:52,Orbiter_1,Earth,Relay_X,Data Transmission,S-Band,Post-Quantum,2048,710,-21,37,57.81,51,55.5,53.25,Injection
2026-07-15 11:45:00,Mars_Rover,Earth,Relay_A,Orbit,S-Band,AES-256,2048,1187,-70,64,100.0,100,96.0,98.0,Normal
2026-07-15 11:36:26,Orbiter_1,Earth,Relay_B,Landing,Ka-Band,RSA-4096,4096,1333,-70,63,98.44,100,94.5,97.25,Normal
2026-07-15 12:46:53,ISS_Module,Earth,Relay_E,Surface Operation,Ka-Band,AES-256,4096,508,-55,62,96.88,85,93.0,89.0,Normal
2026-07-15 11:01:36,Lunar_Probe,Earth,Relay_C,Return Mission,Ka-Band,Post-Quantum,4096,915,-68,62,96.88,98,93.0,95.5,Normal
2026-07-15 12:38:42,Orbiter_1,Earth,Unknown_Relay,Orbit,Ka-Band,RSA-4096,512,444,-24,49,76.56,54,73.5,63.75,Spoofing
