bundle_id,timestamp,source,destination,relay_path,propagation_delay_sec,rss_dbm,packet_size_bytes,transmission_rate_bps,ttl_original,status,St,Sl,Sr,Sh,Sc,trust_score,dynamic_trust,anomaly_confidence,lineage_score,combined_confidence,ttl_new,verdict
695,2026-08-01T04:42:11,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,686.64,-93.29,498,249,3600,Spoofing,0.888,0.477,0.808,0.643,0.664,0.709,0.597,0.336,1.0,0.774,2788,Legitimate
696,2026-08-01T04:43:00,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,732.86,-100.08,547,268,3600,Spoofing,0.819,0.654,0.535,0.594,0.812,0.705,0.614,0.188,1.0,0.779,2804,Legitimate
697,2026-08-01T04:43:27,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,685.76,-102.03,561,270,3600,Spoofing,0.413,0.481,0.427,0.454,0.401,0.431,0.586,0.599,1.0,0.666,2399,Legitimate
698,2026-08-01T04:44:17,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,707.78,-86.94,479,251,3600,Spoofing,0.863,0.833,0.379,0.606,0.745,0.705,0.604,0.255,1.0,0.775,2792,Legitimate
699,2026-08-01T04:45:20,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,718.97,-101.63,552,255,3600,Spoofing,0.773,0.922,0.466,0.694,0.772,0.733,0.623,0.228,1.0,0.792,2851,Legitimate
700,2026-08-01T04:46:08,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,735.37,-99.57,492,264,3600,Spoofing,0.814,0.622,0.604,0.613,0.872,0.728,0.639,0.128,1.0,0.796,2865,Legitimate
701,2026-08-01T04:47:04,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,713.74,-96.4,465,271,3600,Replay,0.958,0.951,0.873,0.912,0.875,0.1,0.558,0.125,1.0,0.513,1848,Suspicious
702,2026-08-01T04:47:51,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,719.7,-93.85,516,263,3600,Replay,0.796,0.913,0.853,0.883,0.997,0.1,0.489,0.003,1.0,0.48,1729,Suspicious
703,2026-08-01T04:48:20,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,731.91,-92.5,543,237,3600,Replay,0.46,0.688,0.725,0.707,0.869,0.1,0.431,0.131,1.0,0.451,1625,Suspicious
704,2026-08-01T04:49:12,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,726.74,-99.3,527,238,3600,Replay,0.973,0.773,0.631,0.702,0.867,0.1,0.381,0.133,1.0,0.425,1531,Suspicious
705,2026-08-01T04:49:52,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,740.84,-91.84,551,244,3600,Replay,0.666,0.551,0.678,0.614,0.822,0.1,0.339,0.178,1.0,0.403,1449,Suspicious
706,2026-08-01T04:50:37,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,723.55,-95.33,555,258,3600,Replay,0.793,0.853,0.982,0.917,0.937,0.1,0.303,0.063,1.0,0.382,1377,Malicious (TTL Decayed)
707,2026-08-01T04:51:51,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,735.03,-96.46,548,266,3600,Replay,0.502,0.653,0.863,0.758,0.904,0.1,0.273,0.096,1.0,0.365,1314,Malicious (TTL Decayed)
708,2026-08-01T04:52:17,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,728.84,-95.98,482,269,3600,Replay,0.424,0.761,0.916,0.839,0.934,0.1,0.247,0.066,1.0,0.35,1259,Malicious (TTL Decayed)
709,2026-08-01T04:53:33,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,730.04,-94.4,526,274,3600,Replay,0.474,0.748,0.909,0.828,0.913,0.1,0.225,0.087,1.0,0.336,1210,Malicious (TTL Decayed)
710,2026-08-01T04:54:45,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,740.08,-98.39,527,258,3600,Replay,0.544,0.596,0.702,0.649,0.872,0.1,0.206,0.128,1.0,0.324,1167,Malicious (TTL Decayed)
711,2026-08-01T04:55:50,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,706.55,-93.97,526,266,3600,Replay,0.688,0.751,0.863,0.807,0.95,0.1,0.19,0.05,1.0,0.314,1130,Malicious (TTL Decayed)
712,2026-08-01T04:56:10,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,724.42,-99.0,559,247,3600,Replay,0.368,0.876,0.649,0.762,0.859,0.1,0.177,0.141,1.0,0.305,1099,Malicious (TTL Decayed)
713,2026-08-01T04:57:14,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,715.57,-94.9,528,269,3600,Replay,0.71,0.927,0.97,0.949,0.96,0.1,0.165,0.04,1.0,0.297,1071,Malicious (TTL Decayed)
714,2026-08-01T04:57:40,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,711.99,-91.58,489,270,3600,Replay,0.462,0.858,0.671,0.764,0.916,0.1,0.155,0.084,1.0,0.291,1046,Malicious (TTL Decayed)
715,2026-08-01T04:58:29,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,723.71,-93.86,539,266,3600,Replay,0.93,0.881,0.873,0.877,0.956,0.1,0.147,0.044,1.0,0.285,1026,Malicious (TTL Decayed)
716,2026-08-01T04:59:48,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,733.87,-95.15,477,272,3600,Replay,0.448,0.683,0.992,0.838,0.881,0.1,0.14,0.119,1.0,0.28,1009,Malicious (TTL Decayed)
717,2026-08-01T05:00:50,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,729.21,-91.03,476,235,3600,Replay,0.756,0.769,0.635,0.702,0.824,0.1,0.134,0.176,1.0,0.276,994,Malicious (TTL Decayed)
718,2026-08-01T05:01:45,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,738.85,-93.76,558,256,3600,Replay,0.915,0.617,0.878,0.747,0.864,0.1,0.129,0.136,1.0,0.272,981,Malicious (TTL Decayed)
719,2026-08-01T05:02:49,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,738.32,-94.36,534,251,3600,Replay,0.694,0.635,0.939,0.787,0.912,0.1,0.125,0.088,1.0,0.27,970,Malicious (TTL Decayed)
720,2026-08-01T05:03:41,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,720.74,-98.06,487,263,3600,Replay,0.988,0.978,0.702,0.84,0.959,0.1,0.121,0.041,1.0,0.267,960,Malicious (TTL Decayed)
721,2026-08-01T05:04:18,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,710.88,-92.03,547,268,3600,Replay,0.653,0.811,0.713,0.762,0.913,0.1,0.118,0.087,1.0,0.265,952,Malicious (TTL Decayed)
722,2026-08-01T05:05:04,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,704.05,-98.07,498,270,3600,Replay,0.871,0.698,0.699,0.699,0.912,0.1,0.115,0.088,1.0,0.262,944,Malicious (TTL Decayed)
723,2026-08-01T05:06:09,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,702.53,-91.52,544,244,3600,Replay,0.647,0.683,0.671,0.677,0.845,0.1,0.113,0.155,1.0,0.261,939,Malicious (TTL Decayed)
724,2026-08-01T05:07:12,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,735.94,-98.3,470,262,3600,Replay,0.691,0.658,0.684,0.671,0.852,0.1,0.111,0.148,1.0,0.259,934,Malicious (TTL Decayed)
725,2026-08-01T05:08:04,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,708.07,-96.03,557,266,3600,Replay,0.989,0.785,0.879,0.832,0.889,0.1,0.109,0.111,1.0,0.258,928,Malicious (TTL Decayed)
726,2026-08-01T05:09:01,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,729.14,-91.13,555,266,3600,Replay,0.848,0.757,0.642,0.699,0.876,0.1,0.108,0.124,1.0,0.257,926,Malicious (TTL Decayed)
727,2026-08-01T05:10:17,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,711.02,-92.86,515,236,3600,Replay,0.472,0.826,0.807,0.816,0.899,0.1,0.107,0.101,1.0,0.256,923,Malicious (TTL Decayed)
728,2026-08-01T05:10:40,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,729.14,-91.13,555,242,3600,Replay,0.404,0.767,0.655,0.711,0.88,0.1,0.106,0.12,1.0,0.256,920,Malicious (TTL Decayed)
729,2026-08-01T05:11:43,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,704.63,-98.05,544,247,3600,Replay,0.721,0.676,0.655,0.665,0.89,0.1,0.105,0.11,1.0,0.255,918,Malicious (TTL Decayed)
730,2026-08-01T05:12:25,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,739.64,-94.95,472,265,3600,Replay,0.744,0.592,0.946,0.769,0.827,0.1,0.104,0.173,1.0,0.254,915,Malicious (TTL Decayed)
731,2026-08-01T05:13:32,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Unknown-Relay-X>Lunar Relay Satellite 1>Earth Ground Station,726.36,-93.94,513,268,3600,Relay Tampering,0.634,0.835,0.923,0.879,0.97,0.841,0.215,0.03,0.45,0.495,1783,Suspicious
732,2026-08-01T05:14:36,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Unknown-Relay-X>Lunar Relay Satellite 1>Earth Ground Station,727.11,-99.05,500,274,3600,Relay Tampering,0.706,0.813,0.572,0.692,0.881,0.743,0.294,0.119,0.45,0.49,1764,Suspicious
733,2026-08-01T05:15:31,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Unknown-Relay-X>Earth Ground Station,700.72,-97.31,481,271,3600,Relay Tampering,0.918,0.605,0.73,0.668,0.841,0.773,0.366,0.159,0.65,0.6,2162,Suspicious
734,2026-08-01T05:16:44,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Unknown-Relay-X>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,708.14,-96.27,533,250,3600,Relay Tampering,0.531,0.735,0.848,0.791,0.955,0.767,0.426,0.045,0.25,0.421,1517,Suspicious
735,2026-08-01T05:17:53,Rover-2,Earth Ground Station,Mars Surface Rover>Unknown-Relay-X>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,729.72,-92.09,506,275,3600,Relay Tampering,0.61,0.737,0.68,0.708,0.885,0.728,0.471,0.115,0.05,0.222,799,Malicious (TTL Decayed)
736,2026-08-01T05:18:24,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Unknown-Relay-X>Lunar Relay Satellite 1>Earth Ground Station,739.98,-97.23,473,237,3600,Relay Tampering,0.488,0.56,0.745,0.652,0.774,0.642,0.497,0.226,0.45,0.518,1866,Suspicious
737,2026-08-01T05:19:19,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Unknown-Relay-X>Earth Ground Station,709.82,-91.78,547,235,3600,Relay Tampering,0.949,0.737,0.649,0.693,0.838,0.793,0.541,0.162,0.65,0.66,2377,Legitimate
738,2026-08-01T05:20:24,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Unknown-Relay-X>Lunar Relay Satellite 1>Earth Ground Station,738.9,-90.63,555,259,3600,Relay Tampering,0.702,0.563,0.545,0.554,0.811,0.655,0.558,0.189,0.45,0.538,1938,Suspicious
739,2026-08-01T05:21:15,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Unknown-Relay-X>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,732.52,-95.48,468,264,3600,Relay Tampering,0.913,0.687,0.931,0.809,0.881,0.853,0.603,0.119,0.25,0.475,1709,Suspicious
740,2026-08-01T05:21:46,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Unknown-Relay-X>Earth Ground Station,720.89,-97.72,477,257,3600,Relay Tampering,0.485,0.997,0.689,0.843,0.952,0.781,0.629,0.048,0.65,0.682,2457,Legitimate
741,2026-08-01T05:22:11,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Unknown-Relay-X>Lunar Relay Satellite 1>Earth Ground Station,713.49,-98.64,528,249,3600,Relay Tampering,0.401,0.768,0.616,0.692,0.948,0.683,0.637,0.052,0.45,0.566,2039,Suspicious
742,2026-08-01T05:22:44,Rover-2,Earth Ground Station,Mars Surface Rover>Unknown-Relay-X>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,739.45,-96.12,509,258,3600,Relay Tampering,0.54,0.542,0.897,0.72,0.888,0.717,0.649,0.112,0.05,0.24,864,Malicious (TTL Decayed)
743,2026-08-01T05:23:11,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Unknown-Relay-X>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,727.3,-94.48,553,260,3600,Relay Tampering,0.45,0.835,0.89,0.862,0.933,0.777,0.669,0.067,0.25,0.473,1702,Suspicious
744,2026-08-01T05:23:33,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Unknown-Relay-X>Earth Ground Station,727.89,-93.3,554,274,3600,Relay Tampering,0.399,0.807,0.724,0.766,0.877,0.702,0.674,0.123,0.65,0.673,2421,Legitimate
745,2026-08-01T05:24:09,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Unknown-Relay-X>Lunar Relay Satellite 1>Earth Ground Station,721.74,-92.94,554,269,3600,Relay Tampering,0.639,0.977,0.694,0.836,0.916,0.807,0.693,0.084,0.45,0.611,2201,Suspicious
746,2026-08-01T05:25:01,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Unknown-Relay-X>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,733.08,-94.48,465,272,3600,Relay Tampering,0.952,0.676,0.888,0.782,0.841,0.839,0.715,0.159,0.25,0.494,1777,Suspicious
747,2026-08-01T05:25:41,Rover-2,Earth Ground Station,Mars Surface Rover>Unknown-Relay-X>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,720.6,-99.26,477,274,3600,Relay Tampering,0.731,0.908,0.51,0.709,0.871,0.755,0.721,0.129,0.05,0.251,905,Malicious (TTL Decayed)
748,2026-08-01T05:26:41,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Unknown-Relay-X>Earth Ground Station,701.23,-96.62,540,270,3600,Relay Tampering,0.752,0.379,0.769,0.574,0.87,0.693,0.717,0.13,0.65,0.682,2457,Legitimate
749,2026-08-01T05:27:54,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Unknown-Relay-X>Earth Ground Station,702.89,-95.36,532,275,3600,Relay Tampering,0.509,0.416,0.981,0.699,0.857,0.691,0.713,0.143,0.65,0.681,2451,Legitimate
750,2026-08-01T05:28:55,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Unknown-Relay-X>Lunar Relay Satellite 1>Earth Ground Station,733.68,-90.94,531,236,3600,Relay Tampering,0.742,0.653,0.445,0.549,0.857,0.674,0.707,0.143,0.45,0.582,2095,Suspicious
751,2026-08-01T05:29:17,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Unknown-Relay-X>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,702.18,-90.77,542,258,3600,Relay Tampering,0.414,0.419,0.443,0.431,0.845,0.53,0.681,0.155,0.25,0.425,1530,Suspicious
752,2026-08-01T05:30:35,Rover-2,Earth Ground Station,Mars Surface Rover>Unknown-Relay-X>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,709.57,-93.94,525,253,3600,Relay Tampering,0.45,0.581,0.842,0.712,0.969,0.711,0.685,0.031,0.05,0.243,875,Malicious (TTL Decayed)
753,2026-08-01T05:31:19,Rover-2,Earth Ground Station,Mars Surface Rover>Unknown-Relay-X>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,727.49,-95.33,526,260,3600,Relay Tampering,0.813,0.831,0.912,0.872,0.968,0.881,0.715,0.032,0.05,0.264,949,Malicious (TTL Decayed)
754,2026-08-01T05:32:23,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Unknown-Relay-X>Lunar Relay Satellite 1>Earth Ground Station,735.04,-93.65,512,247,3600,Relay Tampering,0.698,0.612,0.787,0.699,0.922,0.755,0.721,0.078,0.45,0.606,2180,Suspicious
755,2026-08-01T05:33:21,Rover-2,Earth Ground Station,Mars Surface Rover>Unknown-Relay-X>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,702.14,-97.52,505,251,3600,Relay Tampering,0.837,0.439,0.584,0.511,0.915,0.694,0.717,0.085,0.05,0.245,881,Malicious (TTL Decayed)
756,2026-08-01T05:34:11,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Unknown-Relay-X>Lunar Relay Satellite 1>Earth Ground Station,705.15,-92.34,537,268,3600,Relay Tampering,0.939,0.512,0.602,0.557,0.918,0.743,0.72,0.082,0.45,0.602,2168,Suspicious
757,2026-08-01T05:35:11,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Unknown-Relay-X>Lunar Relay Satellite 1>Earth Ground Station,704.62,-96.68,554,268,3600,Relay Tampering,0.8,0.514,0.698,0.606,0.877,0.722,0.721,0.123,0.45,0.597,2150,Suspicious
758,2026-08-01T05:36:31,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Unknown-Relay-X>Earth Ground Station,698.88,-98.56,475,237,3600,Relay Tampering,0.44,0.424,0.484,0.454,0.772,0.53,0.692,0.228,0.65,0.626,2255,Suspicious
759,2026-08-01T05:37:25,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Unknown-Relay-X>Lunar Relay Satellite 1>Earth Ground Station,722.05,-91.06,482,265,3600,Relay Tampering,0.973,0.946,0.478,0.712,0.914,0.828,0.713,0.086,0.45,0.621,2237,Suspicious
760,2026-08-01T05:37:58,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Unknown-Relay-X>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,716.23,-96.39,513,242,3600,Relay Tampering,0.557,0.854,0.746,0.8,0.974,0.783,0.723,0.026,0.25,0.484,1744,Suspicious
761,2026-08-01T05:38:01,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,706.79,-91.97,689,2843,3600,Bundle Flooding,0.233,0.602,0.583,0.593,0.078,0.374,0.671,0.922,1.0,0.677,2439,Legitimate
762,2026-08-01T05:38:05,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,726.25,-90.94,545,1839,3600,Bundle Flooding,0.273,0.784,0.487,0.635,0.395,0.485,0.643,0.605,1.0,0.709,2553,Legitimate
763,2026-08-01T05:38:08,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,713.83,-96.63,386,1643,3600,Bundle Flooding,0.281,0.789,0.679,0.734,0.249,0.499,0.621,0.751,1.0,0.706,2542,Legitimate
764,2026-08-01T05:38:12,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,717.87,-96.11,456,2404,3600,Bundle Flooding,0.318,0.923,0.755,0.839,0.354,0.588,0.616,0.646,1.0,0.737,2655,Legitimate
765,2026-08-01T05:38:15,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,739.81,-91.85,569,2629,3600,Bundle Flooding,0.327,0.466,0.578,0.522,0.253,0.406,0.585,0.747,1.0,0.656,2362,Legitimate
766,2026-08-01T05:38:18,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,734.69,-91.53,454,2246,3600,Bundle Flooding,0.352,0.582,0.552,0.567,0.296,0.445,0.564,0.704,1.0,0.663,2388,Legitimate
767,2026-08-01T05:38:21,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,719.44,-91.28,645,1967,3600,Bundle Flooding,0.372,0.964,0.538,0.751,0.243,0.529,0.559,0.757,1.0,0.694,2498,Legitimate
768,2026-08-01T05:38:23,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,709.77,-98.67,514,1564,3600,Bundle Flooding,0.385,0.673,0.468,0.57,0.492,0.504,0.55,0.508,1.0,0.681,2451,Legitimate
769,2026-08-01T05:38:24,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,733.51,-95.75,413,1592,3600,Bundle Flooding,0.397,0.586,0.826,0.706,0.295,0.526,0.547,0.705,1.0,0.688,2478,Legitimate
770,2026-08-01T05:38:28,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,726.65,-91.66,658,2441,3600,Bundle Flooding,0.444,0.758,0.57,0.664,0.203,0.494,0.539,0.797,1.0,0.673,2422,Legitimate
771,2026-08-01T05:38:30,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,718.48,-95.1,654,2553,3600,Bundle Flooding,0.443,0.956,0.913,0.935,0.202,0.629,0.552,0.798,1.0,0.729,2624,Legitimate
772,2026-08-01T05:38:32,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,731.11,-91.58,664,2405,3600,Bundle Flooding,0.458,0.644,0.564,0.604,0.179,0.461,0.539,0.821,1.0,0.66,2375,Legitimate
773,2026-08-01T05:38:34,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,730.19,-94.84,332,2285,3600,Bundle Flooding,0.475,0.679,0.945,0.812,0.117,0.554,0.541,0.883,1.0,0.697,2508,Legitimate
774,2026-08-01T05:38:37,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,708.51,-96.6,683,2132,3600,Bundle Flooding,0.5,0.61,0.687,0.648,0.191,0.497,0.534,0.809,1.0,0.672,2419,Legitimate
775,2026-08-01T05:38:38,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,700.12,-96.41,419,2509,3600,Bundle Flooding,0.496,0.444,0.704,0.574,0.228,0.468,0.524,0.772,1.0,0.657,2364,Legitimate
776,2026-08-01T05:38:41,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,723.4,-95.67,675,2438,3600,Bundle Flooding,0.53,0.881,0.812,0.847,0.207,0.608,0.537,0.793,1.0,0.716,2576,Legitimate
777,2026-08-01T05:38:42,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,720.72,-93.83,662,2078,3600,Bundle Flooding,0.524,0.975,0.85,0.912,0.227,0.644,0.553,0.773,1.0,0.735,2646,Legitimate
778,2026-08-01T05:38:46,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,732.64,-98.68,401,2211,3600,Bundle Flooding,0.568,0.611,0.46,0.535,0.183,0.455,0.538,0.817,1.0,0.657,2365,Legitimate
