bundle_id,timestamp,source,destination,relay_path,propagation_delay_sec,rss_dbm,packet_size_bytes,transmission_rate_bps,ttl_original,status
1032,2026-08-01T03:31:44,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,729.08,-94.67,484,244,3600,Normal
214,2026-08-01T03:32:16,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,703.08,-92.47,463,271,3600,Normal
621,2026-08-01T03:32:20,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,715.14,-93.77,499,243,3600,Normal
622,2026-08-01T03:32:52,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,709.77,-94.67,483,246,3600,Normal
1033,2026-08-01T03:33:09,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,737.09,-92.7,498,243,3600,Normal
215,2026-08-01T03:33:21,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,712.57,-96.05,527,261,3600,Normal
623,2026-08-01T03:33:25,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,704.93,-96.87,470,262,3600,Normal
216,2026-08-01T03:34:20,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,737.69,-93.12,502,241,3600,Normal
1034,2026-08-01T03:34:37,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,727.14,-97.74,551,254,3600,Normal
624,2026-08-01T03:34:46,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,721.79,-99.47,521,258,3600,Normal
1035,2026-08-01T03:35:08,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,701.22,-91.32,509,270,3600,Normal
217,2026-08-01T03:35:50,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,700.01,-99.71,472,245,3600,Normal
1036,2026-08-01T03:35:56,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,731.58,-95.99,473,239,3600,Normal
625,2026-08-01T03:36:09,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,715.12,-95.21,559,263,3600,Normal
218,2026-08-01T03:36:54,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,704.26,-94.56,529,265,3600,Normal
1037,2026-08-01T03:37:18,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,729.26,-91.27,517,238,3600,Normal
626,2026-08-01T03:37:38,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,718.91,-98.63,509,238,3600,Normal
1038,2026-08-01T03:38:07,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,721.41,-94.06,503,260,3600,Normal
219,2026-08-01T03:38:24,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,721.74,-95.83,535,271,3600,Normal
627,2026-08-01T03:39:05,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,735.29,-90.58,519,256,3600,Normal
1039,2026-08-01T03:39:12,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,705.27,-94.83,467,244,3600,Normal
220,2026-08-01T03:39:35,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,702.68,-94.9,502,274,3600,Normal
221,2026-08-01T03:40:07,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,728.22,-92.31,506,245,3600,Normal
628,2026-08-01T03:40:11,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,727.67,-96.14,473,266,3600,Normal
1040,2026-08-01T03:40:26,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,723.93,-97.7,505,267,3600,Normal
629,2026-08-01T03:40:52,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,739.4,-91.84,482,243,3600,Normal
222,2026-08-01T03:41:00,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,702.69,-96.76,516,275,3600,Normal
630,2026-08-01T03:41:24,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,716.69,-99.64,505,276,3600,Normal
1041,2026-08-01T03:41:30,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,728.39,-91.89,529,265,3600,Normal
223,2026-08-01T03:41:52,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,701.02,-92.87,559,274,3600,Normal
631,2026-08-01T03:42:34,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,704.79,-95.9,493,265,3600,Normal
1042,2026-08-01T03:42:45,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,723.2,-94.87,521,254,3600,Normal
224,2026-08-01T03:43:14,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,718.04,-96.55,526,259,3600,Normal
225,2026-08-01T03:43:45,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,700.58,-93.42,562,267,3600,Normal
1043,2026-08-01T03:43:50,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,702.62,-94.48,492,252,3600,Normal
632,2026-08-01T03:43:55,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,701.29,-93.94,501,248,3600,Normal
226,2026-08-01T03:44:28,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,701.36,-97.52,482,244,3600,Normal
633,2026-08-01T03:44:42,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,720.85,-98.96,462,264,3600,Normal
1044,2026-08-01T03:44:58,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,703.1,-97.98,539,251,3600,Normal
634,2026-08-01T03:45:49,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,720.97,-94.24,503,241,3600,Normal
227,2026-08-01T03:45:53,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,708.47,-97.61,541,259,3600,Normal
1045,2026-08-01T03:45:59,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,726.26,-90.83,483,241,3600,Normal
228,2026-08-01T03:46:40,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,735.48,-91.62,474,245,3600,Normal
635,2026-08-01T03:46:56,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,723.57,-99.42,471,239,3600,Normal
1046,2026-08-01T03:47:06,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,737.42,-96.29,460,241,3600,Normal
229,2026-08-01T03:47:21,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,703.15,-98.48,474,250,3600,Normal
1047,2026-08-01T03:47:45,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,717.97,-93.02,523,253,3600,Normal
636,2026-08-01T03:48:15,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,702.76,-92.97,515,249,3600,Normal
1048,2026-08-01T03:48:28,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,727.84,-93.26,519,272,3600,Normal
230,2026-08-01T03:48:41,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,708.68,-93.33,478,237,3600,Normal
637,2026-08-01T03:49:11,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,709.81,-96.47,519,254,3600,Normal
1049,2026-08-01T03:49:17,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,738.08,-99.15,534,273,3600,Normal
638,2026-08-01T03:49:52,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,710.3,-91.62,523,263,3600,Normal
1050,2026-08-01T03:49:52,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,723.57,-96.06,513,270,3600,Normal
231,2026-08-01T03:49:58,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,716.59,-91.33,467,253,3600,Normal
639,2026-08-01T03:50:24,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,715.5,-98.6,531,237,3600,Normal
232,2026-08-01T03:50:51,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,720.57,-91.29,512,274,3600,Normal
1051,2026-08-01T03:51:16,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,711.11,-93.76,517,237,3600,Normal
233,2026-08-01T03:51:23,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,729.82,-98.88,528,247,3600,Normal
640,2026-08-01T03:51:24,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,738.18,-98.77,462,269,3600,Normal
641,2026-08-01T03:52:13,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,711.83,-98.26,548,263,3600,Normal
1052,2026-08-01T03:52:31,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,722.59,-99.55,472,247,3600,Normal
234,2026-08-01T03:52:34,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,740.05,-90.83,509,251,3600,Normal
1053,2026-08-01T03:53:02,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,708.56,-96.92,501,248,3600,Normal
642,2026-08-01T03:53:38,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,708.25,-93.1,536,267,3600,Normal
235,2026-08-01T03:53:47,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,703.06,-97.02,506,272,3600,Normal
1054,2026-08-01T03:53:56,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,715.94,-94.38,482,242,3600,Normal
643,2026-08-01T03:54:28,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,710.04,-94.21,526,243,3600,Normal
1055,2026-08-01T03:54:34,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,706.53,-93.9,555,269,3600,Normal
236,2026-08-01T03:54:37,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,724.68,-90.87,488,261,3600,Normal
644,2026-08-01T03:55:11,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,737.86,-94.12,510,256,3600,Normal
1056,2026-08-01T03:55:13,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,710.86,-98.54,473,235,3600,Normal
237,2026-08-01T03:55:42,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,729.17,-93.87,521,247,3600,Normal
645,2026-08-01T03:56:04,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,733.87,-95.15,477,248,3600,Normal
1057,2026-08-01T03:56:24,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,699.08,-97.1,510,253,3600,Normal
238,2026-08-01T03:56:44,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,724.55,-91.19,532,270,3600,Normal
1058,2026-08-01T03:57:02,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,702.06,-96.35,503,254,3600,Normal
646,2026-08-01T03:57:06,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,715.83,-97.66,514,258,3600,Normal
647,2026-08-01T03:57:47,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,706.73,-98.16,546,245,3600,Normal
239,2026-08-01T03:57:55,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,736.32,-95.49,549,253,3600,Normal
1059,2026-08-01T03:58:22,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,728.44,-99.09,524,254,3600,Normal
648,2026-08-01T03:58:46,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,700.58,-93.67,481,250,3600,Normal
1060,2026-08-01T03:59:19,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,722.25,-94.53,497,243,3600,Normal
240,2026-08-01T03:59:21,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,708.27,-93.47,507,252,3600,Normal
649,2026-08-01T03:59:45,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,720.22,-96.29,473,236,3600,Normal
241,2026-08-01T03:59:57,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,711.9,-93.22,486,274,3600,Normal
1061,2026-08-01T04:00:27,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,698.72,-94.98,535,264,3600,Normal
650,2026-08-01T04:00:38,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,719.52,-94.49,559,254,3600,Normal
242,2026-08-01T04:01:10,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,738.27,-90.89,545,239,3600,Normal
1062,2026-08-01T04:01:14,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,716.15,-95.44,498,275,3600,Normal
651,2026-08-01T04:01:43,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,713.51,-91.8,552,266,3600,Normal
243,2026-08-01T04:01:46,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,730.57,-93.79,474,237,3600,Normal
1063,2026-08-01T04:02:20,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,719.28,-93.75,520,274,3600,Normal
244,2026-08-01T04:02:51,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,722.66,-96.62,502,271,3600,Normal
1064,2026-08-01T04:02:55,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,704.54,-97.2,561,275,3600,Normal
652,2026-08-01T04:02:57,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,702.3,-90.51,465,270,3600,Normal
1065,2026-08-01T04:04:14,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,710.47,-95.16,514,260,3600,Normal
653,2026-08-01T04:04:16,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,740.08,-98.39,527,263,3600,Normal
245,2026-08-01T04:04:21,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,730.81,-98.5,534,275,3600,Normal
1066,2026-08-01T04:04:59,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,718.81,-97.3,559,238,3600,Normal
654,2026-08-01T04:05:03,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,726.55,-95.13,549,275,3600,Normal
246,2026-08-01T04:05:29,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,711.9,-91.23,512,241,3600,Normal
1067,2026-08-01T04:06:09,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,721.69,-95.76,523,272,3600,Normal
655,2026-08-01T04:06:16,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,698.78,-98.91,527,260,3600,Normal
247,2026-08-01T04:06:29,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,708.09,-91.28,547,250,3600,Normal
656,2026-08-01T04:06:46,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,708.07,-96.03,557,264,3600,Normal
1068,2026-08-01T04:07:13,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,732.03,-94.7,513,254,3600,Normal
248,2026-08-01T04:07:47,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,710.43,-92.4,504,258,3600,Normal
657,2026-08-01T04:08:01,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,726.17,-94.28,499,249,3600,Normal
1069,2026-08-01T04:08:29,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,712.72,-93.6,560,247,3600,Normal
658,2026-08-01T04:08:47,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,707.83,-93.12,514,261,3600,Normal
249,2026-08-01T04:09:06,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,733.76,-96.08,526,236,3600,Normal
1070,2026-08-01T04:09:09,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,699.93,-99.02,537,265,3600,Normal
659,2026-08-01T04:09:54,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,702.82,-95.11,528,270,3600,Normal
1071,2026-08-01T04:10:15,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,709.65,-96.23,520,258,3600,Normal
250,2026-08-01T04:10:35,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,726.82,-96.84,463,246,3600,Normal
660,2026-08-01T04:10:47,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,722.65,-95.89,489,263,3600,Normal
1072,2026-08-01T04:11:27,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,741.18,-97.93,524,247,3600,Normal
661,2026-08-01T04:11:47,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,701.16,-99.64,526,270,3600,Normal
251,2026-08-01T04:11:53,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,711.75,-93.48,461,271,3600,Normal
1073,2026-08-01T04:12:02,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,703.88,-90.98,541,245,3600,Normal
662,2026-08-01T04:12:33,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,726.74,-99.3,527,243,3600,Normal
252,2026-08-01T04:12:59,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,726.8,-90.91,536,275,3600,Normal
1074,2026-08-01T04:13:11,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,710.54,-98.4,462,240,3600,Normal
253,2026-08-01T04:13:34,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,730.63,-92.29,503,249,3600,Normal
663,2026-08-01T04:13:36,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,731.47,-98.8,543,268,3600,Normal
1075,2026-08-01T04:13:52,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,737.72,-97.27,528,250,3600,Normal
254,2026-08-01T04:14:27,Rover-1,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,711.86,-93.33,557,259,3600,Normal
1076,2026-08-01T04:14:33,Rover-3,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,709.69,-96.91,510,268,3600,Normal
664,2026-08-01T04:14:44,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,715.86,-93.29,475,236,3600,Normal
665,2026-08-01T04:15:45,Rover-2,Earth Ground Station,Mars Surface Rover>Mars Orbiter>Lunar Relay Satellite 2>Lunar Relay Satellite 1>Earth Ground Station,741.49,-92.71,503,251,3600,Normal
